2385	9130	5262	8580	5840
5604	9512	6725	2555	6049
8428	7344	6218	9234	6198
1218	8991	9068	6182	9318
9176	4372	4000	6488	5046
6281	3253	2472	6040	6225
5337	7425	5356	9600	6005
1196	5204	5518	6921	6759
1568	5350	4104	6787	4584
9303	7005	3576	8371	3187
2894	7548	6560	5894	4036
1606	2176	6290	3079	7216
2515	7417	4642	6871	7017
9647	7068	2221	5166	3990
7981	5734	8340	2085	2522
2925	1389	8527	5501	8761
1714	7396	6309	7274	3290
9346	7881	4467	5637	9961
1683	7152	7378	5325	4024
4395	4973	1093	5617	9139
4083	3598	4874	2424	4684
6396	4349	5073	4924	8850
3835	5638	6246	9145	2913
8537	8491	9795	3004	4128
9756	3688	1281	7135	8013
4306	1530	2987	4399	6147
2127	7482	8746	6002	8906
3430	2399	3256	7504	6323
2106	1339	1962	7353	9484
3876	5891	7976	3671	7895
2104	3428	1584	2386	9563
8597	5692	1093	1585	9091
6241	2712	6574	4987	7714
5481	7418	9113	7737	4922
5437	8844	5261	6399	6197
4746	9275	2088	2722	2947
8984	3827	5375	9568	5213
4938	8166	9906	5032	8752
8998	1274	1464	5572	5262
8179	1054	2680	7292	7791
6602	2729	6635	1864	8129
2833	5610	7404	3922	7333
9351	2906	1160	4727	2475
5374	8666	9642	5281	3698
8394	4279	3973	8859	8852
8235	7038	8906	9915	4331
6697	6518	6060	3333	7382
4189	5166	2993	1594	8089
9327	9946	9996	9488	4673
2471	4862	3339	2114	9144
6038	9509	3423	9012	8368
2275	7247	5406	1182	7163
8737	6880	3681	4798	9213
1064	7988	4380	3058	8583
2469	2386	8529	2465	1874
3203	3937	5737	5543	5052
4881	1582	4561	7304	9594
2930	8580	6842	7337	8762
4005	6075	5642	6687	9873
4856	6752	7862	8237	8811
6445	9706	1197	4975	2172
2071	7178	5110	6809	2722
9163	1690	3304	3724	7995
2898	5655	6576	8741	2992
5338	2746	8068	9981	8434
7941	4838	5187	5804	3075
3998	2250	2782	4195	6225
3955	5267	3404	8065	2077
5126	7228	2767	7431	9953
9763	9329	5609	6339	8071
7602	1678	9818	5670	1659
8252	3612	5497	3439	8416
7572	6437	9666	9355	9633
5892	3310	4901	8297	1375
5978	3424	7604	7746	9855
7558	7509	9185	3167	3849
7256	9769	4527	7074	5439
5186	5326	8052	9684	7766
6468	7257	4204	6135	6612
3838	2028	8922	7739	9325
9298	3718	2749	6903	1465
2604	4461	7975	1789	6629
1824	8046	6399	5352	5120
1839	9539	9447	8891	9223
7213	5360	6480	1417	1495
3093	4256	2524	2015	1996
1849	1314	4714	3599	7217
5180	5204	1679	3155	5994
7308	3980	4040	3708	8332
8161	4547	7871	7608	3439
7095	4821	7799	3575	5239
8295	5669	8495	9819	6685
9491	1669	6999	4206	4269
4216	8386	8473	4895	1542
4468	2204	4522	7509	4912
2854	5670	8460	9725	3278
1899	6821	7100	8698	9396
2339	6994	5066	9835	6813
1751	9327	7482	7750	3533
1751	1967	1920	9225	5863
2462	3693	7067	5984	1203
1980	7838	5873	9440	7564
8151	1340	4385	5251	9039
3782	6591	6033	7849	6426
2846	8600	5753	9329	6351
8287	1081	7318	9207	9306
3182	1669	3000	9250	6653
3203	1230	4492	8077	9671
2057	6228	1011	5443	1480
9051	8226	7071	5084	6075
3498	6931	4676	8252	6260
1027	6539	6342	7346	5746
5649	9529	6416	7649	8779
3070	9853	9009	6562	7931
8681	7620	4159	8692	3064
4640	7744	1290	1711	2828
6366	4210	8760	1042	2462
5021	1070	8001	1363	7417
3748	6012	6946	9164	3662
5725	2234	3516	4734	7797
1447	3416	5418	4607	2108
7482	8247	8853	7772	8959
1681	4138	3169	9442	4181
4632	4463	4251	2633	4827
1668	5382	9839	7614	4546
3502	3340	5781	6018	7075
3579	6466	9491	7997	1073
1600	5479	8320	9453	3251
7280	1135	6390	9450	9577
9572	4082	4041	3823	5716
7868	4492	1098	7707	2107
4645	1210	4447	9427	6229
1522	3006	2695	1013	1003
2768	1613	5483	1089	1066
7734	7370	1201	4125	6820
9779	3697	9903	3820	6521
5619	1688	1013	5718	8396
2120	9364	8606	5568	8792
4835	6090	1798	6530	6104
1802	8299	6717	6285	8389
6784	4020	5759	6986	7146
2579	6765	9843	2482	9585
6365	7102	1274	6379	2821
8670	7499	2185	7277	3068
9977	2112	8158	1776	7643
4262	2578	5943	9980	7864
4332	6764	1885	9091	3750
8031	1671	9516	7875	3154
9102	4240	9257	9376	9619
2078	8046	7119	3264	5324
9187	3241	6436	7346	4018
4080	1609	5597	9023	1589
3461	3355	7354	4346	2447
1105	2377	3118	9621	9253
5273	8723	3493	4530	8099
3113	5608	6146	9232	7872
1470	8420	1114	6907	5766
4132	9988	6375	8729	9011
6965	2191	2367	4320	5537
3814	4425	6915	5932	4046
6168	1205	2770	8662	4736
9870	1775	9344	6016	1007
7216	6487	8428	7331	3395
4194	1463	3383	9570	9193
2394	6536	1384	3762	9856
5922	6576	4282	2837	2509
7329	8006	2715	9099	6668
6451	8969	7444	5795	4986
7452	3012	1474	5880	9343
3869	9075	9807	6253	8646
9000	7648	5182	9385	1410
5039	5307	6986	8321	7145
8495	5650	5151	1210	4750
1820	6661	3719	8265	2457
7706	5717	4469	8180	1597
3813	2050	9673	3620	7303
8319	2621	4951	3502	2006
5362	7541	6314	2348	5863
3459	9844	1514	7611	1055
5264	8432	6716	7983	6697
8173	5690	2414	2643	3870
3012	5457	4921	2686	8077
2224	1005	9699	6176	3507
1706	1539	1049	7020	2887
5913	9479	2732	6427	7091
2787	1691	5523	8504	8675
2221	6678	4365	3636	8321
7236	5649	3778	2157	7335
1856	3382	7340	1556	8559
9848	2262	9098	9898	8282
1986	5811	7762	3718	2238
4854	5506	2929	9378	4010
1605	1599	9688	4970	4236
8010	2207	8885	1789	3364
6221	2646	5747	3561	3202
4306	3410	4465	3404	3308
2748	4391	8119	9511	7109
9357	4365	2616	2287	3744
5626	2892	4344	5315	6863
7580	3326	8070	6466    8458
1082	9254	2073	2748	1287
6382	6211	9964	9442	5724
7961	3518	8870	1796	2210
6411	7481	9695	6255	3864
1684	9460	2600	2715	6370
6575	9770	3662	1090	5954
8033	1172	5208	9107	2921
5496	5489	8133	5460	4931
3858	3422	7450	2728	4218
8661	8140	1700	8356	4395
4565	9040	3856	6166	1756
9227	2741	1526	2889	2831
6480	9922	3004	1689	9029
4926	6185	4519	3059	1646
8451	5917	4069	5902	7646
7288	4563	5786	7989	2919
9182	2554	1960	3038	7720
2716	2265	9462	3242	4155
2293	8723	4077	4298	9413
3107	8224	5598	6627	1284
6245	5079	6201	9315	9981
3848	6603	4545	8635	4592
6464	7817	6146	7425	9856
3867	9141	2121	3329	2383
5277	4623	1107	8355	7921
9520	1462	6146	5119	7090
6430	1364	2169	2632	9679
2151	5480	6283	5696	4116
9875	2161	1933	6022	8586
1789	8890	7728	2911	2219
9112	7188	5843	9219	5543
3764	8739	6006	8911	3858
3096	5341	4223	4266	6974
3902	5418	2455	9186	1115
5571	9061	2277	6504	5084
9864	7293	3974	7592	9204
5194	6704	6393	1037	5923
1936	3802	4662	6942	2713
7521	9039	7054	1744	3306
4028	4647	7724	5483	3833
7840	1054	2895	9117	6559
6979	8981	3852	9954	6573
3057	5148	3278	8450	5186
8201	9387	7988	2864	6330
9701	9385	5369	6756	1129
7676	9784	4777	5400	5268
7610	3241	5323	9506	2358
1882	6486	1339	4735	6440
6913	6793	1589	9192	5243
5775	7393	4631	3763	9258
9961	3465	8644	5331	9221
8774	3007	9006	3551	7408
4274	1162	9649	8598	9668
2007	9481	6154	2347	4216
2595	8261	1009	3184	7453
5253	7960	4847	8884	1724
4106	8846	4189	2750	4177
3411	1524	6184	2417	4075
3592	5692	4238	3241	4290
3906	4249	3771	9061	5597
6988	1656	3858	6998	3841
1312	2251	1801	5159	1136
2526	8265	8982	5715	1015
3160	8126	1540	8344	9544
4616	1936	5236	7854	4178
8527	1761	7427	2299	9822
3024	8287	1478	5883	5285
4319	6195	6537	5121	1355
6674	6647	8620	5657	2363
8636	7817	9490	9177	6161
9034	3793	7098	4271	1648
1277	2798	2409	7704	4097
2231	9729	2384	2710	5613
6670	6030	1808	3208	1151
2163	8883	6799	9784	4540
8162	8421	2358	7653	7598
7520	6687	1392	4618	9959
2040	4896	2757	3450	2600
5854	4682	2330	7239	6392
6944	3910	2423	7752	6119
2574	8916	5002	8373	8701
8543	6536	7122	9901	4189
4721	7421	9877	5113	2040
9836	6154	5936	2594	8604
7537	7449	3286	8868	4688
8679	5812	7599	1102	3565
3718	2677	2482	7720	1051
1183	6263	6588	7305	6165
9777	2027	3586	9655	6140
4627	9492	2295	9564	2086
9899	7102	8535	3186	5970
3224	1866	1783	9823	1969
4348	3542	3646	5830	1262
3698	6013	6526	9286	3319
2691	9064	4347	5278	8719
9487	8905	8212	1783	8470
9299	1683	5572	7835	3869
1542	1059	4736	2326	9883
5705	5674	3425	8352	1505
3688	2050	6518	9214	1337
8838	1906	9401	3185	6184
8120	2673	5090	6333	3456
3560	5632	4139	8133	3467
7009	8676	3527	1746	1002
3411	6452	5676	5836	4805
6181	8525	5856	2700	7740
6193	1539	8646	5594	3725
4830	3715	5399	8921	9048
7856	2482	4680	1996	9615
7148	8006	8291	9675	8752
8293	3086	5205	3970	7923
9010	9151	6449	4866	1852
4189	1059	2392	2835	5653
5117	6666	8368	9517	5587
7417	7373	7069	2098	8369
6685	8246	6375	4976	7922
5128	3269	1009	9333	6240
7933	8343	5392	4382	3209
6244	7571	3269	7637	9407
7922	2754	6073	6291	2272
1661	3709	8645	7730	4807
7014	4415	3054	3390	8392
9976	7518	1662	9986	6852
6902	7920	5196	2294	2302
7406	7539	8874	9675	5176
8281	7598	6931	4355	3889
8203	5016	6599	6848	2747
1406	3863	6163	3460	6254
4555	3437	3773	5217	3423
9625	2120	1343	4821	3415
2646	2227	9954	1521	1903
5130	8802	8501	2062	3158
2391	9265	7174	7990	6114
8921	8396	8977	5085	1857
5231	8640	4294	8005	3858
6718	7630	4979	7062	2452
7394	8709	3680	7348	9230
4583	2479	8033	3085	3541
1191	4476	2807	7366	2467
7921	6288	9864	6899	1373
1721	2131	9013	5016	9136
2872	1735	6766	6851	7797
8218	4245	6507	1898	1593
5737	5482	3073	3771	7567
5614	3962	2044	7421	1328
3511	5342	6616	3375	2241
6989	4097	3372	6003	8113
2509	7875	8849	8275	4727
6646	6494	7972	3154	7393
8566	7891	2875	1639	1662
9443	6253	4625	1487	3675
4954	3998	8018	1571	6374
9260	7560	9471	2632	3564
7585	4142	1440	6434	2417
5167	3081	7912	3139	5235
5305	1705	3127	7181	2344
3790	6624	7598	7416	7112
1273	2370	1111	8291	2941
6485	7551	9502	5957	9184
3067	3542	3326	3507	8977
4744	7674	2058	2656	9814
6294	6962	1520	8421	4144
2865	2212	9769	9463	8628
6881	9737	9999	6992	8029
2940	3478	5581	2443	8435
4766	4510	1978	7092	7017
9955	1837	4692	2013	3494
4507	7308	9456	5027	5729
3601	6893	6942	3370	6357
5570	9251	6094	5569	6244
4124	7510	8723	8705	8953
7158	3471	3464	8137	9564
9481	8092	1401	4174	9106
3896	7682	6414	3353	2710
2144	5954	8603	8086	8324
4960	3657	7576	1055	8226
3821	4179	5737	2544	2885
4690	8703	5356	7154	6840
4921	6636	4933	5323	9811
4039	8219	7493	9454	1572
9204	1598	6526	7807	8684
4851	2768	2342	2427	2823
9568	5249	6003	5306	6793
7888	8996	5496	3245	6151
2337	7167	2788	6270	2490
2600	9310	9710	9093	8764
1282	8297	9362	6809	6105
8047	1660	7873	9389	3088
9697	8958	7337	5700	4264
4131	3589	3261	8628	5835
8412	9965	3002	1201	6236
4493	2801	5546	4203	1895
4310	4486	9193	3673	1295
5298	1721	1956	3172	1110
4045	2869	9069	1383	7569
3333	4514	1159	5594	3142
5994	4007	3108	7996	4209
8345	2489	6010	3891	5693
6905	7202	9179	6099	9875
9475	1397	1597	1431    7815
3550	3273	1207	9066	9463
2531	8550	3486	9550	1790
1713	7001	9930	3604	2050
8546	2492	1954	3118	1019
2393	9773	8765	5016	1386
5124	9666	3643	7115	5092
5709	9665	7365	5917	8732
6829	7449	7282	9316	6999
8073	1029	4000	8004	3634
5051	6551	5127	6005	8669
5146	7398	8443	3912	2415
8830	8036	2082	2473	5151
6174	7183	4817	3540	3101
3550	9369	9550	9833	8685
6549	7906	8715	9550	5911
2349	4601	2462	6476	9607
1132	1623	7006	8575	4535
8421	7405	2572	9503	8879
6724	5677	6063	1541	8217
8164	4092	7587	7714	3925
6273	4264	1832	4988	3815
6743	6338	7417	8206	2814
7024	8338	3438	4031	6913
6974	2452	4319	8546	1956
3198	5270	6634	8261	5812
4852	6426	8904	2439	4141
2830	7713	7405	3662	2702
1221	9406	8040	7638	7612
9855	4663	5950	3293	7694
2864	9267	9147	6184	7814
1103	8382	3084	6738	6644
7897	1590	3070	6801	3030
6212	8632	9743	3617	2294
2445	3839	1701	9486	1477
8313	9341	5141	4264	2635
2836	6129	1903	1984	2313
8717	2087	9696	1802	7826
6341	8699	8416	8412	5501
1446	4624	4133	1190	7241
5428	2636	1081	6129	2122
1558	4442	1464	5700	7707
3099	7537	3836	4003	8521
5150	2720	9609	4846	3522
7435	1187	2222	5851	8599
6723	6298	3223	9857	6488
9465	5285	8124	9546	1414
9247	1105	4857	9711	5806
2565	2811	3343	5401	5814
1864	9552	7534	1473	4398
1057	7908	4586	2279	3760
3186	8003	9058	5409	7860
5546	4875	3146	3671	4422
3560	2918	4528	7418	2629
9334	8983	4441	2677	4385
9255	3542	3937	6790	4016
7336	6847	1924	1922	8127
4685	4108	6130	3743	8518
3991	8290	3393	6137	1961
6816	8698	3880	1344	6117
5510	9678	5100	8951	2356
8486	8206	4899	2423	4996
7915	8760	1844	8840	9682
8971	3525	3790	5102	6268
2309	8093	4559	4703	4231
5521	1519	2930	8401	1863
8047	3911	1542	3148	2862
2899	1634	1069	6798	3058
5066	4713	1818	5910	3554
1501	4881	6079	4292	8984
2348	5601	7078	5907	9304
1309	1428	9824	3240	8830
1687	1287	2741	2230	3435
4604	4129	4070	4674	9928
6129	8740	4642	6947	4650
7196	7448	8532	3276	1740
7516	4624	6342	4595	9532
5646	4905	9961	5471	7145
8791	6158	7432	1533	7389
9868	5138	1519	3939	8812
1447	9068	7552	5090	6016
2203	2286	3465	9735	4562
4206	7252	8187	9548	1848
7719	5195	5753	7680	9666
2898	6472	5825	9331	7005
3214	9199	2143	3734	3139
9956	4182	2208	7508	8272
7224	8712	9559	9689	8447
4122	3896	5700	2309	3444
6548	9029	7639	2302	6710
7306	4200	3182	3131	3531
9188	5346	2731	1332	8080
4870	1288	2263	6079	7797
9535	3303	6509	9095	2993
4957	3217	5889	9657	4526
8333	6206	3555	5973	7508
9266	3280	1709	2448	5411
4241	1636	9758	5972	1968
7839	9843	2257	9102	5922
9054	8638	8226	5563	7733
1219	9520	9950	6108	9178
4477	4442	5385	7033	9416
2894	6299	2696	3603	7747
7108	6844	8384	6866	2817
9353	4706	2661	1610	3808
7583	9664	2447	5810	5227
9180	6029	4748	9130	2138
3926	3608	5580	8312	9641
4997	1206	5940	6694	3810
3688	3802	9654	2072	9669
2472	1425	4375	4133	2036
7184	1717	1701	8631	6527
5929	7811	2556	9677	6942
3695	3604	9550	8276	1916
9192	3273	2122	5132	8967
4933	7820	2770	4587	8893
2439	6060	9319	5815	9193
1355	2999	9911	2056	1631
6438	6985	8443	7995	6663
5385	1690	9267	4936	8966
1184	4128	2240	2306	8261
1207	6239	6081	2977	9827
4974	4417	5888	4293	9232
5081	4649	2231	4992	5706
2862	1431	2691	1305	8426
8354	5691	9117	7622	9628
8083	7806	3757	9323	9113
2018	9531	5353	7099	2509
5181	2074	5926	1069	5368
5159	5150	9018	6390	9143
4724	8253	9574	6416	8559
8001	4771	4251	7118	2393
3879	5202	9200	6637	4526
8313	7655	4058	3666	4755
5567	7848	5829	1494	7917
1198	5653	3068	9216	2044
2211	3941	9298	1786	9357
7858	8788	4128	2109	5906
5521	4989	1108	4721	1626
4635	3035	8281	7693	5702
3037	3260	3550	7867	3755
1467	8065	8408	3535	7282
9453	4747	1223	8751	5534
9580	6609	4322	3708	7719
9228	8230	2708	9337	2952
3335	3972	4988	1617	1666
9690	3654	3926	3240	1521
6682	3708	8587	5091	6243
5869	4544	9991	6092	3296
5525	5673	8905	8847	8382
6624	8076	6612	8333	7414
8565	1668	1387	3553	2285
2053	3243	4940	4980	5484
5461	1662	8192	4048	5753
4436	8918	9298	4428	5011
2594	8953	9684	1499	7801
8067	7124	5878	4679	5458
3292	3245	6127	3680	5799
7413	4733	8043	2353	8714
3527	6815	9376	1720	9864
5130	5157	8782	4428	8585
3793	6022	7539	3478	6522
5340	1545	3647	1218	5225
8105	3511	7471	4233	6191
3270	1646	9924	1313	2999
8638	3841	8815	8015	4561
8679	3146	8718	7461	6574
7304	1255	2597	4843	3734
8120	9184	4280	1767	9402
8505	8873	2914	5976	3106
8105	8247	3752	8030	8560
5752	6669	2401	4567	4685
5963	3246	6831	4682	9708
3405	1986	9964	5003	5830
3699	3123	5014	6979	3891
4416	5484	2765	6331	1461
4871	4436	8709	7624	2466
7269	3377	8136	8671	6944
2821	4634	9191	8652	8316
8900	2058	9303	8865	6061
5133	2564	8185	9147	8543
2076	3564	4028	3841	8895
4490	7713	3331	3199	5338
4798	9469	7715	2934	8141
4660	4755	2775	3852	3408
1092	2752	4466	9395	1618
9528	4529	3182	7713	3676
1725	8790	6241	4754	2632
5136	8244	9345	7468	1444
4683	2267	9914	2399	4201
8055	6059	7957	9831	8911
1365	9923	1664	4832	9319
2282	4360	3848	4464	2073
6525	5190	9864	2766	8944
2496	6903	7189	1842	4371
7634	5526	5639	7548	6925
8841	5603	2985	6798	5434
1896	7164	5358	2561	1997
4678	3843	5357	7527	7308
6431	4053	2498	6295	5820
1443	7792	2723	7633    9845
5191	6038	2244	9962	7105
3919	2632	2432	2119	1879
1857	7426	1290	1220	5669
2415	3035	9653	5654	1969
6763	3740	7743	7185	9880
8920	2897	4276	3153	9100
6071	7345	5138	7316	7308
2243	1235	8940	3675	2354
9820	4532	8780	1110	4753
4450	2525	6788	4104	7180
7757	9867	9921	5501	7053
9801	4422	8951	4078	6575
8051	9150	3921	3189	6466
1230	4432	6702	9170	7108
8056	8991	1641	6837	9101
5394	1288	1627	2182	4393
7807	8940	4260	7729	4442
1314	7531	7864	9265	1609
4440	7317	9759	7362	9507
6226	7592	3940	2928	6763
1048	9985	5754	1689	6823
4856	6084	7111	5483	7267
1504	3291	6208	4765	1020
9650	5079	7551	7515	4345
8161	1956	1663	7920	8318
1170	4146	5910	4110	6075
2674	4159	6060	7428	4849
2883	2284	9933	8994	6767
7200	9499	9059	3408	4265
9079	3059	8344	6631	9575
2690	4792	1531	3354	2713
8849	3524	5860	4760	6635
1935	6434	9794	6995	3862
4643	8878	5146	4577	7873
1914	1778	7372	9973	4187
1637	9053	6247	8982	5684
5822	1673	9476	6353	4027
2189	5202	6552	7049	8962
3187	7984	5397	2982	4980
8259	6626	3858	3406	1203
1732	4321	1982	8104	4295
5169	8742	3348	1416	7725
8032	6239	8399	7509	2592
2426	8698	6795	7979	5748
5758	1166	3733	1155	3149
7713	8414	8775	1571	1821
8979	2304	5142	9962	9409
8437	5131	8151	1785	5548
5877	8818	1787	4276	6327
3380	5703	5026	9176	3683
9774	4934	3849	3507	5089
5999	1220	3504	4774	1792
4326	3754	3096	8468	3716
2506	6906	7848	9657	7692
3397	5535	6510	4185	8812
2838	6566	4516	6864	5742
7199	6639	9676	1048	9146
4766	6048	9367	7270	9823
1160	1597	3577	3257	9065
6294	4763	5971	4143	4421
3664	6540	8957	9174	9726
7769	2013	6292	2285	7878
2034	8484	4517	1710	8533
3664	5477	4581	3031	2748
4404	3192	3345	6982	5450
2410	3277	9214	7382	6420
3635	1047	2961	2592	9222
2687	9362	1235	7980	1647
8113	9014	9131	2630	9725
7665	5294	5202	2246	7326
6951	5651	9519	9296	2634
4970	1707	4911	4184	8090
1332	6820	8137	3294	8412
7359	4982	7775	7594	2962
8422	5708	1977	7554	7338
1703	5219	2633	5906	6466
8960	2857	2118	8480	2153
3752	3450	2860	7664	6634
9951	7997	3454	8088	1291
1867	5447	5273	8642	3042
7236	7065	7750	8213	4620
5089	8917	8839	6722	4823
5306	5683	6680	6424	4164
7834	9177	6614	9695	6842
3249	9646	4839	5704	7734
5131	6572	3182	9405	5215
5224	6642	2280	2974	4855
5900	7063	3773	4740	3786
7596	9047	8470	4277	5471
2634	2111	4649	8248	1807
1492	1498	1454	5332	6202
8188	9463	2774	1371	8869
6989	5595	5511	8270	7569
9367	4171	4633	3140	7911
7420	9737	6958	5890	4014
2430	7524	5126	6080	5773
5933	6572	6271	6387	1905
2473	4576	1368	4247	4947
9238	1237	9543	4749	8508
7113	4116	2679	1746	6256
9591	8166	5993	6550	4056
9008	7981	1581	4134	4061
6354	9068	9634	2625	5456
1539	4098	9033	1908	7346
3980	1146	7584	3524	4895
6092	9637	8012	7771	1383
4269	7363	8550	9263	3913
2607	8271	1894	3188	2406
4956	8543	1474	4590	1168
5931	5130	4267	4964	6039
1613	7945	6186	8198	1469
1082	4290	1106	8094	2062
1490	2363	8425	9041	1626
2338	1649	8898	3233	3838
1304	7189	2381	1779	1780
2549	6710	5910	5816	1674
1950	6430	8620	7136	4628
9089	7218	7919	9196	5313
8982	9687	6677	7407	8729
7304	8746	9378	6202	1979
3216	6506	8168	4597	7286
8948	6146	3996	4859	1963
4671	5810	7394	3291	2946
2023	2381	9165	8942	1578
4479	7925	1265	1156	5332
8995	7460	4079	8373	3662
5058	1589	9169	3227	5186
6455	2175	1333	9452	6035
2297	4123	1845	8692	6415
3792	9715	7797	2958	8658
8375	6437	6583	8641	6594
1916	7636	4054	4995	6009
6717	9053	6599	5887	2280
1785	2343	3456	2119	1795
8492	3417	4919	9338	2109
1334	3131	1824	8131	5089
9483	6507	1527	6066	5148
7121	6982	2784	1176	1977
